Proteins, Eliot EXO, Clov EXO, Tato EXO, Samo EXO, Flash EXO, Gus 2 EXO,Fritz 2 EXO,Tessa 2 EXO,Fritz 1 EXO,Tessa 1 EXO,Gus 1 EXO
Putative ribosomal protein L38 OS=Leishmania infantum OX=5671 GN=LINF_030007300 PE=3 SV=1,4,14,12,18,14,5,9,8,8,12,5
Putative ribosomal protein S20 OS=Leishmania infantum OX=5671 GN=LINF_280015700 PE=3 SV=1,7,6,7,5,14,13,7,2,0,8,5
Putative ribosomal protein S29 OS=Leishmania infantum OX=5671 GN=LINF_280028800 PE=3 SV=1,0,0,2,0,6,0,0,0,0,0,2
Putative ribosomal RNA processing protein OS=Leishmania infantum OX=5671 GN=LINF_020008200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ribosome biogenesis protein OS=Leishmania infantum OX=5671 GN=LINF_200021200 PE=3 SV=1,0,5,6,2,0,0,4,0,3,0,0
Putative ribulose-phosphate 3-epimerase OS=Leishmania infantum OX=5671 GN=LINF_350042200 PE=4 SV=1,0,0,0,0,2,0,0,0,0,0,0
Putative RNA binding protein OS=Leishmania infantum OX=5671 GN=LINF_180010900 PE=4 SV=1,3,0,0,0,0,2,0,0,0,0,0
Putative RNA binding protein OS=Leishmania infantum OX=5671 GN=LINF_320013000 PE=4 SV=1,51,97,112,83,71,51,76,61,78,80,40
Putative RNA binding protein OS=Leishmania infantum OX=5671 GN=LINJ_19_0290 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative RNA binding protein rbp16 OS=Leishmania infantum OX=5671 GN=LINF_280013700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative RNA guanylyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_32_1420 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative RNA helicase OS=Leishmania infantum OX=5671 GN=LINF_210011700 PE=4 SV=1,2,0,3,0,4,0,4,0,0,0,0
Putative RNA helicase OS=Leishmania infantum OX=5671 GN=LINJ_21_1820 PE=4 SV=1,11,6,10,17,7,5,2,0,14,9,3
Putative RNA polymerase-like protein OS=Leishmania infantum OX=5671 GN=LINF_320018500 PE=3 SV=1,0,0,0,2,2,0,0,0,0,0,0
Putative RNA processing factor 1 OS=Leishmania infantum OX=5671 GN=LINF_270009600 PE=4 SV=1,0,2,8,0,0,0,0,0,0,0,0
Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_040016900 PE=4 SV=1,0,0,3,0,0,0,0,0,0,0,0
Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_170011800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_270028100 PE=4 SV=1,9,14,10,9,13,7,22,0,19,7,4
Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_300016700 PE=4 SV=1,5,8,16,11,0,0,4,0,14,10,0
Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_320035200 PE=4 SV=1,0,2,0,0,0,0,0,0,0,0,0
Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_350027200 PE=4 SV=1,5,5,20,9,9,5,6,0,0,20,0
"Putative RNA-binding, protein OS=Leishmania infantum OX=5671 GN=LINF_320042200 PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0
Putative sarcoplasmic reticulum glycoprotein OS=Leishmania infantum OX=5671 GN=LINF_190007600 PE=4 SV=1,0,0,0,0,0,9,0,0,0,0,7
Putative ser/thr protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_220022300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative serine palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_350008300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative serine/threonine kinase OS=Leishmania infantum OX=5671 GN=LINF_070015200 PE=3 SV=1,8,0,0,0,4,8,0,4,0,4,4
Putative serine/threonine protein phosphatase 2A regulatory subunit OS=Leishmania infantum OX=5671 GN=LINF_200011900 PE=4 SV=1,3,0,0,0,0,0,0,0,0,2,0
Putative serine/threonine-protein kinase OS=Leishmania infantum OX=5671 GN=LINF_290033500 PE=4 SV=1,6,4,6,12,5,8,2,3,9,7,7
Putative serine/threonine-protein kinase OS=Leishmania infantum OX=5671 GN=LINF_300041600 PE=4 SV=1,5,6,16,8,4,2,5,0,0,4,0
Putative serine/threonine-protein kinase OS=Leishmania infantum OX=5671 GN=LINF_310038400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative serine-threonine dehydratase OS=Leishmania infantum OX=5671 GN=LINF_060013000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative short chain 3-hydroxyacyl-CoA dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_360017200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative short chain dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_350017000 PE=3 SV=1,0,0,0,0,4,4,0,0,0,0,3
Putative short chain dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_350017100 PE=4 SV=1,4,0,0,3,0,8,0,0,0,0,4
Putative small GTP-binding protein Rab1 OS=Leishmania infantum OX=5671 GN=LINF_270013800 PE=4 SV=1,43,20,20,20,38,55,41,16,23,36,39
Putative small GTP-binding protein Rab11 OS=Leishmania infantum OX=5671 GN=Rab11 PE=4 SV=1,30,25,14,17,23,31,25,14,19,24,24
Putative small GTP-binding protein Rab18 OS=Leishmania infantum OX=5671 GN=LINF_330026900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative small GTP-binding protein Rab28 OS=Leishmania infantum OX=5671 GN=LINF_300022000 PE=4 SV=1,7,0,0,0,3,17,3,4,2,12,8
Putative small GTP-binding protein Rab7 OS=Leishmania infantum OX=5671 GN=LINF_100019000 PE=4 SV=1,2,0,0,0,2,0,0,0,0,0,0
Putative small myristoylated protein-1 OS=Leishmania infantum OX=5671 GN=SMP-1 PE=4 SV=1,50,34,31,22,44,67,40,43,39,56,39
Putative small nuclear ribonucleoprotein OS=Leishmania infantum OX=5671 GN=LINF_320016400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative small Rab GTP binding protein OS=Leishmania infantum OX=5671 GN=LINF_130007100 PE=4 SV=1,0,0,0,0,2,3,0,0,0,0,0
Putative small ubiquitin protein OS=Leishmania infantum OX=5671 GN=LINF_080009800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative spermidine synthase OS=Leishmania infantum OX=5671 GN=LINF_040010800 PE=3 SV=1,14,8,2,13,6,15,6,0,7,3,7
Putative S-phase kinase-associated protein OS=Leishmania infantum OX=5671 GN=LINF_110018100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative sphingosine 1-phosphate lyase OS=Leishmania infantum OX=5671 GN=SPL PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative splicing factor 3a OS=Leishmania infantum OX=5671 GN=LINF_300023100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative splicing factor 3B subunit 1 OS=Leishmania infantum OX=5671 GN=LINF_280033100 PE=3 SV=1,0,0,0,0,0,0,0,0,6,0,0
Putative sterol C-24 reductase OS=Leishmania infantum OX=5671 GN=LINF_330013700 PE=3 SV=1,2,0,0,0,4,0,0,0,0,0,2
Putative succinate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_150018000 PE=4 SV=1,4,0,0,0,0,5,0,0,0,0,0
Putative surface antigen protein 2 OS=Leishmania infantum OX=5671 GN=LINF_120014000 PE=4 SV=1,2,0,0,0,0,0,0,0,0,6,0
Putative surface antigen protein 2 OS=Leishmania infantum OX=5671 GN=PSA-50S PE=4 SV=1,17,15,10,4,0,13,6,10,13,23,19
Putative surface protein amastin OS=Leishmania infantum OX=5671 GN=LINF_300014200 PE=4 SV=1,21,15,10,7,22,23,19,5,14,23,24
Putative syntaxin binding protein 1 OS=Leishmania infantum OX=5671 GN=LINF_260028000 PE=3 SV=1,5,0,0,0,7,0,0,0,0,0,0
Putative thimet oligopeptidase OS=Leishmania infantum OX=5671 GN=LINF_260020700 PE=3 SV=1,72,6,8,7,44,77,20,0,26,22,59
Putative threonine synthase OS=Leishmania infantum OX=5671 GN=LINF_140008500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative thymine-7-hydroxylase OS=Leishmania infantum OX=5671 GN=LINF_290007500 PE=3 SV=1,4,0,0,0,0,0,0,0,0,0,0
Putative Tob55 OS=Leishmania infantum OX=5671 GN=LINF_290025600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative Transitional endoplasmic reticulum ATPase OS=Leishmania infantum OX=5671 GN=LINJ_36_1420 PE=3 SV=1,25,20,19,27,33,32,67,7,66,26,35
Putative translation elongation factor 1-beta OS=Leishmania infantum OX=5671 GN=LINF_360020500 PE=3 SV=1,20,8,9,8,12,16,9,0,13,7,13
Putative translation initiation factor EIF-2b alpha subunit OS=Leishmania infantum OX=5671 GN=LINF_120005000 PE=3 SV=2,0,0,0,0,0,0,0,0,0,0,0
Putative translation initiation factor OS=Leishmania infantum OX=5671 GN=LINF_170020200 PE=4 SV=1,30,59,82,77,42,21,50,4,62,33,6
Putative trans-splicing factor OS=Leishmania infantum OX=5671 GN=LINF_330006400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_020008800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative trypanothione synthetase OS=Leishmania infantum OX=5671 GN=TRYS PE=3 SV=1,32,14,35,35,25,46,24,6,27,22,32
Putative tubulin folding cofactor D OS=Leishmania infantum OX=5671 GN=LINF_240026400 PE=4 SV=1,0,0,0,0,0,0,0,0,2,0,0
Putative tubulin-specific chaperone OS=Leishmania infantum OX=5671 GN=LINF_180009600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative tyrosyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_140020100 PE=4 SV=1,6,6,2,4,7,8,4,0,3,3,7
Putative U2 small nuclear ribonucleoprotein 40K OS=Leishmania infantum OX=5671 GN=LINF_320006800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative U2 splicing auxiliary factor OS=Leishmania infantum OX=5671 GN=LINF_030006700 PE=4 SV=1,5,4,6,9,5,2,0,0,10,0,0
Putative ubiquitin carrier protein 4 OS=Leishmania infantum OX=5671 GN=LINF_320012400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ubiquitin fusion degradation protein 2 OS=Leishmania infantum OX=5671 GN=LINF_300015700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ubiquitin fusion degradation protein OS=Leishmania infantum OX=5671 GN=LINF_360076400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_150020800 PE=4 SV=1,0,0,0,0,0,0,0,0,3,0,0
Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_300007500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_320036300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ubiquitin-activating enzyme e1 OS=Leishmania infantum OX=5671 GN=LINF_230013100 PE=3 SV=1,19,6,2,14,4,6,0,0,9,13,3
Putative ubiquitin-activating enzyme e1 OS=Leishmania infantum OX=5671 GN=LINF_350035900 PE=3 SV=1,19,4,0,0,6,16,0,0,8,7,4
Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_040011900 PE=3 SV=1,7,0,0,0,0,5,0,0,4,2,0
Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_070014700 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_350017900 PE=3 SV=1,11,0,0,0,9,12,5,4,10,6,11
Putative ubiquitin-conjugating enzyme protein OS=Leishmania infantum OX=5671 GN=LINF_320015200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative ubiquitin-like protein OS=Leishmania infantum OX=5671 GN=LINF_360010900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative U-box domain protein OS=Leishmania infantum OX=5671 GN=LINF_290012900 PE=4 SV=1,6,0,0,0,2,6,2,0,3,2,0
Putative UDP-N-acetylglucosamine pyrophosphorylase OS=Leishmania infantum OX=5671 GN=LINF_330034400 PE=4 SV=1,3,0,0,0,3,2,0,0,0,0,2
Putative universal minicircle sequence binding protein (UMSBP) OS=Leishmania infantum OX=5671 GN=HEXBP PE=4 SV=1,0,0,0,0,0,0,2,0,0,0,0
Putative uracil phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=LINF_340016700 PE=4 SV=1,3,0,0,0,0,0,0,0,0,0,0
Putative vacuolar ATP synthase subunit d OS=Leishmania infantum OX=5671 GN=LINF_350011600 PE=3 SV=2,0,0,0,0,0,3,0,0,0,0,0
Putative vacuolar protein sorting-associated protein OS=Leishmania infantum OX=5671 GN=LINF_360009900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative vacuolar-type Ca2+-ATPase (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_07_0700 PE=4 SV=2,7,5,31,22,3,16,16,0,0,13,8
Putative vesicle-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_080005200 PE=4 SV=1,13,5,10,5,15,8,4,0,0,10,6
Putative vesicle-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_350026300 PE=3 SV=1,3,0,0,0,0,6,0,0,0,0,0
Putative vesicular transport protein (CDC48 homologue) OS=Leishmania infantum OX=5671 GN=LINF_270016900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative vesicule-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_210021000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative voltage-dependent anion-selective channel OS=Leishmania infantum OX=5671 GN=LINF_020009700 PE=4 SV=1,0,0,0,0,0,2,0,0,0,15,0
"Putative V-type ATPase, C subunit OS=Leishmania infantum OX=5671 GN=LINF_300042400 PE=3 SV=1",0,0,6,0,6,0,5,0,0,7,5
"Putative X-pro, dipeptidyl-peptidase,serine peptidase,Clan SC, family S15 OS=Leishmania infantum OX=5671 GN=LINF_280026000 PE=4 SV=1",2,0,0,0,2,3,2,0,0,0,0
Putative zinc finger-domain protein OS=Leishmania infantum OX=5671 GN=LINF_300041500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative zinc transporter OS=Leishmania infantum OX=5671 GN=LINF_280025700 PE=4 SV=1,36,58,3,6,39,49,47,17,9,16,35
Putative zinc-finger protein ZPR1 OS=Leishmania infantum OX=5671 GN=LINF_170021500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative_intraflagellar_transport_protein_A1 OS=Leishmania infantum OX=5671 GN=LINF_250020500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Putative_intraflagellar_transport_protein_B2 OS=Leishmania infantum OX=5671 GN=LINF_290006400 PE=3 SV=1,4,0,2,0,0,3,3,0,13,3,0
Putative_intraflagellar_transport_protein_C3 OS=Leishmania infantum OX=5671 GN=LINF_290035400 PE=3 SV=1,3,3,0,2,2,2,2,0,9,4,0
Putative_intraflagellar_transport_protein_D4 OS=Leishmania infantum OX=5671 GN=LINF_080016800 PE=4 SV=1,3,0,0,0,2,0,2,0,5,2,0
Putative_Phosphatase /Protein_of_uncharacterized_function_DUF89_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060011800 PE=4 SV=1,14,0,0,0,5,10,2,0,12,4,3
Putative_tRNA_binding_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220010200 PE=4 SV=1,13,4,2,6,6,14,4,0,5,7,5
Putative_zinc_finger_motif_-_C2HC5-type /ASCH_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080005600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
PX_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Pyridoxal kinase OS=Leishmania infantum OX=5671 GN=LINF_300018100 PE=3 SV=1,6,0,0,2,2,4,0,0,0,2,0
Pyridoxal phosphate homeostasis protein OS=Leishmania infantum OX=5671 GN=LINF_230025500 PE=3 SV=1,13,0,0,0,5,4,0,0,0,0,0
Pyrroline-5-carboxylate reductase OS=Leishmania infantum OX=5671 GN=P5CR PE=3 SV=1,9,0,0,5,3,6,5,2,4,11,3
Pyruvate dehydrogenase E1 component subunit beta OS=Leishmania infantum OX=5671 GN=LINF_250023800 PE=4 SV=1,0,7,8,3,5,0,4,0,0,5,0
Pyruvate kinase OS=Leishmania infantum OX=5671 GN=LINF_350005300 PE=3 SV=1,55,14,15,25,51,70,38,13,53,46,50
"Pyruvate, phosphate dikinase OS=Leishmania infantum OX=5671 GN=LINF_110016000 PE=3 SV=2",10,0,6,4,14,16,11,4,7,23,10
Quinonoid dihydropteridine reductase OS=Leishmania infantum OX=5671 GN=QDPR-7 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Rab GDP dissociation inhibitor OS=Leishmania infantum OX=5671 GN=LINF_290029300 PE=3 SV=1,20,8,4,6,15,18,14,3,18,11,17
Radial_spokehead-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330034200 PE=4 SV=1,0,0,7,2,0,0,0,0,0,0,0
Rdx_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350015700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Regulator_of_chromosome_condensation_(RCC1 )_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340025200 PE=4 SV=1,6,0,0,3,6,8,3,0,3,0,0
Regulator_of_Vps4_activity_in_the_MVB_pathway_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260008800 PE=3 SV=1,10,0,0,0,4,5,5,2,8,16,5
Regulatory subunit of protein kinase a-like protein OS=Leishmania infantum OX=5671 GN=LINF_340035100 PE=4 SV=1,3,8,11,4,0,5,6,0,4,0,0
Replication protein A subunit OS=Leishmania infantum OX=5671 GN=RPA1 PE=3 SV=1,8,0,0,0,8,9,0,0,8,0,7
Replication_factor_A_protein_3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350039800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Reticulon-like protein OS=Leishmania infantum OX=5671 GN=PAPLE22 PE=2 SV=1,2,0,5,0,3,0,6,0,2,0,0
Retinal_Maintenance_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340037000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RF-1_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210021200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Rhomboid-like protein OS=Leishmania infantum OX=5671 GN=LINF_040013500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Riboflavin kinase OS=Leishmania infantum OX=5671 GN=LINF_350037000 PE=4 SV=1,2,0,4,3,5,4,0,0,2,0,0
Ribokinase OS=Leishmania infantum OX=5671 GN=LINF_270009300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribonucleoside-diphosphate reductase OS=Leishmania infantum OX=5671 GN=LINF_280014500 PE=3 SV=1,8,5,14,29,6,4,9,0,14,6,0
Ribonucloprotein OS=Leishmania infantum OX=5671 GN=LINF_150022800 PE=3 SV=1,0,0,4,4,0,0,0,0,3,0,0
Ribosomal protein L15 OS=Leishmania infantum OX=5671 GN=rpl15 PE=2 SV=1,47,65,86,76,61,38,59,48,77,82,34
Ribosomal protein L32-like protein OS=Leishmania infantum OX=5671 GN=LINF_350024600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosomal protein L3-like protein OS=Leishmania infantum OX=5671 GN=LINF_290005200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosomal RNA-processing protein 43 OS=Leishmania infantum OX=5671 GN=LINF_320042100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosomal_L30 domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_04_0860 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosomal_protein_L1p/L10e_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360081200 PE=4 SV=1,0,0,2,0,0,0,0,0,0,0,0
Ribosomal_protein_S5_-_C-terminal_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360025000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosomal_protein_S8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180013200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosome assembly factor mrt4 OS=Leishmania infantum OX=5671 GN=LINF_360055900 PE=3 SV=1,0,2,0,3,0,0,0,0,0,0,0
Ribosome biogenesis protein BOP1 homolog OS=Leishmania infantum OX=5671 GN=LinJ11.0410 PE=3 SV=1,5,3,2,2,2,0,4,2,14,0,0
Ribosome biogenesis regulatory protein OS=Leishmania infantum OX=5671 GN=LINF_300011300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosome production factor 2 homolog OS=Leishmania infantum OX=5671 GN=LINF_260005100 PE=3 SV=1,8,22,18,17,5,4,9,4,12,10,0
Ribosome_assembly_protein_RRB1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330027700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribulose-phosphate 3-epimerase OS=Leishmania infantum OX=5671 GN=LINF_330024000 PE=3 SV=1,3,0,0,0,2,3,0,0,0,0,0
RING-type domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_24_0080 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
RING-type E3 ubiquitin transferase OS=Leishmania infantum OX=5671 GN=LINF_130011500 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
RNA binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_070016300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA cytidine acetyltransferase OS=Leishmania infantum OX=5671 GN=LINF_170019800 PE=3 SV=1,0,2,0,0,0,0,0,0,0,0,0
RNA editing complex protein MP46 OS=Leishmania infantum OX=5671 GN=LINF_330028500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA helicase OS=Leishmania infantum OX=5671 GN=LINJ_05_0140 PE=3 SV=2,9,11,28,10,14,8,9,3,5,19,5
RNA uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINF_040017100 PE=3 SV=1,4,0,0,0,0,5,0,0,0,0,0
RNA uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_08_0840 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA_polymerase-associated_protein_CDC73_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360048800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA_polymerase-associated_protein_LEO1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350033800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240023900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290036100 PE=4 SV=1,0,0,0,0,0,2,0,0,0,0,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340033000 PE=4 SV=1,9,10,21,11,5,6,11,0,7,9,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030010000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320027400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320014000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
"RNA-binding protein, putative, UPB2 OS=Leishmania infantum OX=5671 GN=LINF_250010200 PE=4 SV=1",12,4,5,0,9,13,11,3,4,16,10
RNA-binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_100017400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA-binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350037400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RNA-binding_protein_42_(RNA-binding_motif_protein_42)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300036500 PE=4 SV=1,0,0,5,3,3,0,0,0,0,0,0
RNasePH-like protein OS=Leishmania infantum OX=5671 GN=LINF_200018800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
RRF domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_30_0450 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
R-SNARE_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320027900 PE=4 SV=1,6,0,0,0,4,4,2,0,0,0,0
RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340032100 PE=3 SV=1,8,2,5,7,4,5,4,0,6,3,2
RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340041900 PE=3 SV=1,7,2,5,14,0,3,0,0,6,2,0
RWD_domain-containing_protein OS=Leishmania infantum OX=5671 GN=LINF_200010800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
SAC3/GANP/Nin1/mts3/eIF-3_p25_family /COP9_signalosome_-_subunit_CSN8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320028100 PE=4 SV=1,27,28,60,40,42,24,43,3,46,35,17
Saccharopine_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280009700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
S-adenosylmethionine decarboxylase proenzyme OS=Leishmania infantum OX=5671 GN=ADOMETC PE=3 SV=1,2,0,0,0,0,0,0,0,0,0,0
S-adenosylmethionine synthase OS=Leishmania infantum OX=5671 GN=METK1 PE=3 SV=1,59,17,21,32,18,65,37,8,19,24,27
SAM_domain_(Sterile_alpha_motif)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290034100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
SCAMP_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250012500 PE=4 SV=1,9,0,2,0,3,0,0,0,0,0,0
